player,position,1,2,3,4,5,6,7,8,9,10,11
A'Shawn Robinson,DT,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Knee,Healthy,,,
A.J. Brown,WR,Healthy,Healthy,Chest,Healthy,Healthy,,,,,,
A.J. Cann,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,,,
A.J. Derby,TE,,Healthy,Shoulder,Foot,Healthy,,,,,,
A.J. Epenesa,DE,Healthy,Healthy,Healthy,Healthy,,,,,,,
A.J. Klein,LB,Healthy,Healthy,Healthy,Healthy,Groin,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
A.J. McCarron,QB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,,,
A.J. Terrell,DB,Healthy,Healthy,Healthy,Healthy,,,,,,,
A.T. Perry,WR,Healthy,,,,,,,,,,
AJ Arcuri,OT,Healthy,Healthy,,,,,,,,,
AJ Dillon,RB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Aaron Banks,OG,Healthy,Healthy,Healthy,,,,,,,,
Aaron Burbridge,WR,Healthy,Hamstring,Hamstring,,,,,,,,
Aaron Colvin,DB,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,,,,,
Aaron Dobson,WR,Healthy,Hamstring,Ankle,Healthy,Hamstring,,,,,,
Aaron Donald,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Aaron Jones,RB,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Aaron Lynch,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Aaron Mellette,WR,Knee,,,,,,,,,,
Aaron Murray,QB,Healthy,Healthy,Healthy,,,,,,,,
Aaron Ripkowski,RB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Aaron Robinson,DB,Core Muscle,Knee,,,,,,,,,
Aaron Wallace,LB,Healthy,Back,Healthy,Hamstring,,,,,,,
Abraham Lucas,OT,Healthy,Knee,,,,,,,,,
Ace Sanders,WR,Healthy,Healthy,,,,,,,,,
Adam Bisnowaty,OT,Healthy,Healthy,Healthy,,,,,,,,
Adam Gotsis,DE,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,
Adam Shaheen,TE,Healthy,Ankle,Foot,Healthy,Healthy,,,,,,
Adam Trautman,TE,Healthy,Knee,Healthy,Healthy,,,,,,,
Ade Aruna,DE,Knee,,,,,,,,,,
Adetokunbo Ogundeji,LB,Healthy,Healthy,Foot,,,,,,,,
Adetomiwa Adebawore,DT,Healthy,,,,,,,,,,
Adolphus Washington,DT,Healthy,Healthy,Knee,Healthy,,,,,,,
Adoree' Jackson,DB,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,,,,
Adrian Amos,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Adrian Colbert,DB,Healthy,Ankle,Hamstring,Shoulder,Healthy,Healthy,Undisclosed,,,,
Ahkello Witherspoon,DB,Healthy,Knee,Healthy,Healthy,Healthy,Hamstring,Healthy,,,,
Ahmad Dixon,DB,Healthy,,,,,,,,,,
Ahmad Gardner,DB,Healthy,Healthy,,,,,,,,,
Aidan Hutchinson,DE,Healthy,Healthy,,,,,,,,,
Aidan O'Connell,QB,Healthy,,,,,,,,,,
Akayleb Evans,DB,Concussion,Healthy,,,,,,,,,
Akeem Davis,LB,Healthy,Foot,Healthy,Healthy,,,,,,,
Akeem King,DB,Healthy,Foot,Healthy,Healthy,Healthy,,,,,,
Akeem Spence,DT,Healthy,Healthy,Back,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Al-Quadin Muhammad,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Alan Bonner,WR,Hamstring,,Healthy,,,,,,,,
Albert Okwuegbunam,TE,Knee,Hamstring,Healthy,Hamstring,,,,,,,
Alec Ogletree,LB,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Alec Pierce,WR,Healthy,Healthy,,,,,,,,,
Alex Anzalone,LB,Shoulder,Healthy,Undisclosed,Healthy,Shoulder,Healthy,Healthy,,,,
Alex Armah,RB,Healthy,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,,,,
Alex Austin,DB,Healthy,,,,,,,,,,
Alex Cappa,OG,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,,,,,
Alex Carter,DB,,Healthy,Healthy,Healthy,,,,,,,
Alex Collins,RB,Healthy,Healthy,Foot,,Healthy,Abdomen,,,,,
Alex Forsyth,C,Healthy,,,,,,,,,,
Alex Highsmith,LB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Alex Leatherwood,OG,Healthy,Healthy,Healthy,,,,,,,,
Alex Lewis,OG,Healthy,,Healthy,Ankle,Healthy,Healthy,,,,,
Alex McCalister,DE,Calf,Hamstring,,,,,,,,,
Alex McGough,QB,Healthy,Healthy,,Healthy,,,,,,,
Alex Okafor,DE,Biceps,Healthy,Healthy,Healthy,Achilles,Healthy,Pectoral,Hamstring,Healthy,,
Alex Wright,DE,Healthy,Healthy,,,,,,,,,
Alexander Horvath,RB,Healthy,Healthy,,,,,,,,,
Alexander Mattison,RB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Alfred Blue,RB,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,,,,,
Ali Marpet,OG,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,,
Alijah Vera-Tucker,OG,Healthy,Triceps,Achilles,,,,,,,,
Alim McNeill,DT,Healthy,Healthy,Knee,,,,,,,,
Alizé Mack,TE,Healthy,,Healthy,Undisclosed,,,,,,,
Allen Robinson,WR,Foot,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Foot,Healthy,
Alohi Gilman,DB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Alontae Taylor,DB,Knee,Healthy,,,,,,,,,
Alton Robinson,DE,Healthy,Healthy,Knee,,,,,,,,
Alvin Dupree,LB,Healthy,Groin,Healthy,Healthy,Healthy,Knee,Abdomen,Pectoral,Healthy,,
Alvin Kamara,RB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Amani Hooker,DB,Healthy,Healthy,Foot,Healthy,Knee,,,,,,
Amani Oruwariye,DB,Healthy,Healthy,Thumb,Healthy,Healthy,,,,,,
Amara Darboh,WR,Healthy,,Healthy,,,,,,,,
Amari Burney,LB,Healthy,,,,,,,,,,
Amari Cooper,WR,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Amari Rodgers,WR,Healthy,Healthy,Healthy,,,,,,,,
Amarlo Herrera,LB,Healthy,Healthy,,,,,,,,,
Amaré Barno,LB,Healthy,Knee,,,,,,,,,
Ambry Thomas,DB,Healthy,Healthy,Healthy,,,,,,,,
Ameer Abdullah,RB,Healthy,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Ameer Speed,DB,Healthy,,,,,,,,,,
Amik Robertson,DB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Amon-Ra St. Brown,WR,Healthy,Healthy,Healthy,,,,,,,,
Anders Carlson,K,Healthy,,,,,,,,,,
Andre Anthony,LB,Healthy,,,,,,,,,,
Andre Cisco,DB,Healthy,Healthy,Healthy,,,,,,,,
Andre Debose,WR,,Undisclosed,,,,,,,,,
Andre Dillard,OT,Healthy,,Healthy,Forearm,Healthy,,,,,,
Andre Ellington,RB,Healthy,Hernia,Healthy,Healthy,Healthy,,Healthy,,,,
Andre Hal,DB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Andre Jones,DE,Healthy,,,,,,,,,,
Andre Smith,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Andre Williams,RB,Healthy,Healthy,Healthy,Wrist,,,,,,,
Andrei Iosivas,WR,Healthy,,,,,,,,,,
Andrew Billings,DT,,Healthy,Healthy,Healthy,,Healthy,Healthy,Healthy,,,
Andrew Booth,DB,Knee,Healthy,,,,,,,,,
Andrew Brown,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Andrew Donnal,OG,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Andrew Jackson,LB,Healthy,,,,,,,,,,
Andrew Ogletree,TE,Knee,Healthy,,,,,,,,,
Andrew Stueber,OT,,Healthy,,,,,,,,,
Andrew Thomas,OT,Healthy,Ankle,Healthy,Healthy,,,,,,,
Andrew Van Ginkel,LB,Foot,Healthy,Healthy,Healthy,Foot,,,,,,
Andrew Vorhees,OG,Healthy,,,,,,,,,,
Andrus Peat,OG,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,Pectoral,Healthy,Healthy,,
Andy Gallik,C,Healthy,Knee,,,,,,,,,
Andy Isabella,WR,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Andy Janovich,RB,Ankle,Healthy,Healthy,Elbow,Healthy,Hamstring,Healthy,,,,
Anfernee Jennings,LB,Healthy,,Healthy,Healthy,,,,,,,
Angelo Blackson,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Anthony Averett,DB,Healthy,Healthy,Shoulder,Healthy,Thumb,,,,,,
Anthony Barr,LB,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Pectoral,Healthy,Healthy,Healthy,
Anthony Bradford,OG,Healthy,,,,,,,,,,
Anthony Brown,DB,Healthy,Healthy,Healthy,Triceps,Ribs,Healthy,Achilles,Healthy,,,
Anthony Chickillo,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Anthony Hitchens,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Anthony Johnson,DB,Healthy,,,,,,,,,,
Anthony McFarland,RB,Healthy,Undisclosed,Healthy,Healthy,,,,,,,
Anthony Miller,WR,Healthy,Healthy,Healthy,Healthy,,Healthy,,,,,
Anthony Morris,OT,Undisclosed,,,,,,,,,,
Anthony Nelson,LB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Anthony Richardson,QB,Shoulder,,,,,,,,,,
Anthony Schwartz,WR,Healthy,Concussion,Hamstring,,,,,,,,
Anthony Walker,LB,Healthy,Healthy,Healthy,Healthy,Hamstring,Quadriceps,Knee,,,,
Anthony Zettel,DE,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Antoine Brooks,DB,Healthy,Leg,,,,,,,,,
Antoine Green,WR,Healthy,,,,,,,,,,
Antoine Winfield,DB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Anton Harrison,OT,Healthy,,,,,,,,,,
Antone Exum,DB,Healthy,Ribs,Leg,Healthy,Healthy,Healthy,,,,,
Antonio Callaway,WR,Healthy,Healthy,Healthy,,,,,,,,
Antonio Gandy-Golden,WR,Hamstring,Healthy,,,,,,,,,
Antonio Garcia,OT,,Healthy,Healthy,,,,,,,,
Antonio Gibson,RB,Healthy,Healthy,Foot,Healthy,,,,,,,
Antonio Johnson,DB,Healthy,,,,,,,,,,
Antonio Morrison,LB,Healthy,Healthy,Healthy,,,,,,,,
Antwione Williams,LB,Healthy,Healthy,Healthy,Healthy,,,,,,,
ArDarius Stewart,WR,Healthy,Healthy,,,,,,,,,
Arden Key,LB,Healthy,Foot,Healthy,Healthy,Healthy,Healthy,,,,,
Arie Kouandjio,OG,Healthy,Healthy,Healthy,,,,,,,,
Arik Armstead,DE,Healthy,Shoulder,Hand,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Arlington Hambright,OG,Healthy,Healthy,Healthy,Healthy,,,,,,,
Armani Watts,DB,Groin,Healthy,Healthy,Healthy,Ankle,,,,,,
Armon Watts,DT,Leg,Healthy,Healthy,Healthy,Healthy,,,,,,
Armonty Bryant,DE,Healthy,Knee,Healthy,Knee,Healthy,,,,,,
Arnold Ebiketie,LB,Healthy,Healthy,,,,,,,,,
Arthur Brown,LB,Healthy,Thigh,Healthy,Healthy,,,,,,,
Arthur Lynch,TE,Back,Healthy,Healthy,,,,,,,,
Artie Burns,DB,Healthy,Healthy,Healthy,Healthy,,Healthy,Healthy,Healthy,,,
Asante Samuel,DB,Healthy,Healthy,Healthy,,,,,,,,
Ashtyn Davis,DB,Foot,Foot,Healthy,Healthy,,,,,,,
Asim Richards,OT,Healthy,,,,,,,,,,
Atonio Mafi,OG,Healthy,,,,,,,,,,
Auden Tate,WR,Healthy,Knee,Shoulder,Calf,Healthy,,,,,,
Austin Blythe,C,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Austin Bryant,DL,Upper Body,Undisclosed,Healthy,Healthy,Healthy,,,,,,
Austin Corbett,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,,,,,
Austin Cutting,LS,Healthy,Healthy,,,,,,,,,
Austin Deculus,OT,Healthy,Healthy,,,,,,,,,
Austin Hooper,TE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Austin Jackson,OG,Foot,Healthy,Ankle,Healthy,,,,,,,
Austin Johnson,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,,,
Austin Proehl,WR,Healthy,Healthy,,Healthy,,,,,,,
Austin Reiter,C,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Austin Seferian-Jenkins,TE,Back,Healthy,Healthy,Healthy,Abdomen,,,,,,
Austin Seibert,K,Healthy,Healthy,Hip,Healthy,Healthy,,,,,,
Austin Shepherd,OT,Healthy,Healthy,Healthy,,,,,,,,
Avery Moss,DE,Healthy,Healthy,Healthy,,,,,,,,
Avery Williams,RB,Healthy,Healthy,,,,,,,,,
Avery Williamson,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,,
Avonte Maddox,DB,Healthy,Healthy,Knee,Healthy,Hamstring,Pectoral,,,,,
Azeem Victor,LB,Healthy,,,,,,,,,,
Azeez Ojulari,LB,Healthy,Calf,Ankle,,,,,,,,
B.J. Daniels,QB,Healthy,Healthy,Healthy,Healthy,,,,,,,
B.J. Dubose,DE,Healthy,,,,,,,,,,
B.J. Goodson,LB,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,,,,,
B.J. Hill,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
B.W. Webb,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,Healthy,,
BJ Ojulari,LB,Healthy,,,,,,,,,,
BJ Thompson,DE,Healthy,,,,,,,,,,
Bacarri Rambo,DB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Bailey Zappe,QB,Healthy,Healthy,,,,,,,,,
Baker Mayfield,QB,Healthy,Healthy,Healthy,Shoulder,Healthy,Healthy,,,,,
Barkevious Mingo,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Baron Browning,LB,Healthy,Healthy,Knee,,,,,,,,
Barrett Jones,OG,Healthy,Healthy,Healthy,Healthy,,,,,,,
Bashaud Breeland,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Baylon Spector,LB,Healthy,Hamstring,,,,,,,,,
Beau Allen,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Beau Sandland,TE,Healthy,,,,,,,,,,
Ben Banogu,DE,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Ben Bartch,OG,Healthy,Healthy,Knee,Healthy,,,,,,,
Ben Bredeson,OG,Knee,Healthy,Knee,Healthy,,,,,,,
Ben Burr-Kirven,LB,Healthy,Healthy,Knee,,Healthy,,,,,,
Ben Cleveland,OG,Knee,Healthy,Healthy,,,,,,,,
Ben DiNucci,QB,Healthy,Healthy,Healthy,,,,,,,,
Ben Gardner,DE,,Healthy,Healthy,,,,,,,,
Ben Gedeon,LB,Healthy,Healthy,Concussion,,,,,,,,
Ben Heeney,LB,Healthy,Undisclosed,Undisclosed,Ankle,,,,,,,
Ben Koyack,TE,Healthy,Healthy,Healthy,Undisclosed,Healthy,,,,,,
Ben Mason,TE,Healthy,Healthy,Healthy,,,,,,,,
Ben Powers,OG,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Ben Skowronek,WR,Healthy,Healthy,Healthy,,,,,,,,
Benardrick McKinney,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Shoulder,Healthy,,,,
Bene Benwikere,DB,Healthy,Leg,Healthy,Healthy,Healthy,Healthy,,,,,
Benjamin Snell,RB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Benjamin St-Juste,DB,Concussion,Ankle,Healthy,,,,,,,,
Bennett Jackson,DB,Healthy,Knee,Healthy,,Undisclosed,Healthy,Hamstring,Healthy,,,
Bennie Logan,DT,Healthy,Healthy,Calf,Healthy,Healthy,Healthy,,,,,
Bernhard Raimann,OT,Healthy,Healthy,,,,,,,,,
Bijan Robinson,RB,Healthy,,,,,,,,,,
Bilal Nichols,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Billy Price,C,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Billy Turner,OG,Healthy,Healthy,Healthy,Hand,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,
Bishop Sankey,RB,Healthy,Healthy,Healthy,Knee,,,,,,,
Bjoern Werner,DE,Healthy,Healthy,Healthy,Healthy,,,,,,,
Blair Brown,LB,Healthy,Healthy,,,,,,,,,
Blake Bell,TE,Healthy,Shoulder,Shoulder,Healthy,Healthy,Healthy,Healthy,Hip,Healthy,,
Blake Bortles,QB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Blake Brandel,OG,,Healthy,Knee,Healthy,,,,,,,
Blake Cashman,LB,Shoulder,Groin,Hamstring,Healthy,Healthy,,,,,,
Blake Countess,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Undisclosed,,,,,
Blake Ferguson,LS,Healthy,Healthy,Healthy,Healthy,,,,,,,
Blake Freeland,OT,Healthy,,,,,,,,,,
Blake Martinez,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,,
Blessuan Austin,DB,Healthy,Neck,Healthy,Healthy,Healthy,,,,,,
Blidi Wreh-Wilson,DB,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Bo Melton,WR,Healthy,Healthy,,,,,,,,,
Bo Scarbrough,RB,Healthy,Healthy,Undisclosed,Healthy,,,,,,,
Bobby Brown,DT,Healthy,Healthy,Knee,,,,,,,,
Bobby Evans,OT,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Bobby Hart,OT,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Bobby McCain,DB,Healthy,Healthy,Healthy,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,,
Bobby Okereke,LB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Boston Scott,RB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Boye Mafe,LB,Healthy,Healthy,,,,,,,,,
Brad Kaaya,QB,Healthy,Back,,,,,,,,,
Brad Robbins,P,Healthy,,,,,,,,,,
Brad Seaton,OT,Healthy,Healthy,Healthy,,Undisclosed,,,,,,
Brad Sorensen,QB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Braden Mann,P,Healthy,Knee,Healthy,Healthy,,,,,,,
Braden Smith,OT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Braden Wilson,RB,Healthy,,,,,,,,,,
Bradlee Anae,DE,Healthy,Healthy,Healthy,,,,,,,,
Bradley Bozeman,C,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Bradley Chubb,LB,Healthy,Knee,Healthy,Ankle,Healthy,Knee,,,,,
Bradley Pinion,P,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Bradley Roby,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,Healthy,
Brady Breeze,DB,Ankle,Undisclosed,Healthy,,,,,,,,
Brady Christensen,OG,Healthy,Healthy,Biceps,,,,,,,,
Braeden Daniels,OG,Undisclosed,,,,,,,,,,
Brandin Cooks,WR,Thumb,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Brandin Echols,DB,Quadriceps,Quadriceps,Healthy,,,,,,,,
Brandon Aiyuk,WR,Healthy,Healthy,Healthy,Healthy,,,,,,,
Brandon Allen,QB,Healthy,Back,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Brandon Dixon,DB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Brandon Doughty,QB,Healthy,Healthy,,,,,,,,,
Brandon Hepburn,LB,Healthy,Healthy,,Healthy,,,,,,,
Brandon Hill,DB,Healthy,,,,,,,,,,
Brandon Jenkins,LB,Healthy,,,,,,,,,,
Brandon Jones,DB,Healthy,Healthy,Knee,Healthy,,,,,,,
Brandon Linder,C,Healthy,Shoulder,Healthy,Healthy,Knee,Healthy,Ankle,Knee,,,
Brandon McGee,DB,Healthy,Foot,Healthy,Undisclosed,,,,,,,
Brandon Parker,OT,Healthy,Healthy,Healthy,Healthy,Triceps,Undisclosed,,,,,
Brandon Scherff,OG,Healthy,Healthy,Healthy,Pectoral,Elbow,Knee,Healthy,Healthy,Healthy,,
Brandon Shell,OT,Healthy,Healthy,Knee,Healthy,Healthy,Shoulder,Healthy,Healthy,,,
Brandon Smith,LB,Ankle,Healthy,,,,,,,,,
Brandon Stephens,DB,Healthy,Healthy,Healthy,,,,,,,,
Brandon Thomas,OG,,Healthy,Healthy,Healthy,Knee,Knee,,,,,
Brandon Watts,LB,Healthy,Healthy,Healthy,Back,,,,,,,
Brandon Williams,DB,Healthy,Healthy,Healthy,Shoulder,Groin,,,,,,
Brandon Williams,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Brandon Wilson,DB,Healthy,Healthy,Hand,Healthy,Knee,,,,,,
Bravvion Roy,DT,Healthy,Healthy,Hamstring,Healthy,,,,,,,
Braxton Berrios,WR,Undisclosed,Healthy,Healthy,Quadriceps,Healthy,Healthy,,,,,
Braxton Jones,OT,Healthy,Neck,,,,,,,,,
Braxton Miller,WR,Shoulder,Healthy,Healthy,Healthy,,,,,,,
Brayden Willis,TE,Healthy,,,,,,,,,,
Breece Hall,RB,Knee,Healthy,,,,,,,,,
Breeland Speaks,DE,Healthy,Knee,,,,,,,,,
Brendan Langley,DB,Healthy,Healthy,Healthy,,,,,,,,
Brenden Jaimes,OG,Healthy,Healthy,Healthy,,,,,,,,
Brennan Williams,OT,Knee,,Knee,,,,,,,,
Brent Urban,DE,,Biceps,Healthy,Foot,Healthy,Healthy,Healthy,Triceps,Healthy,Healthy,
Brenton Strange,TE,Healthy,,,,,,,,,,
Breshad Perriman,WR,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Brett Hundley,QB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Brevin Jordan,TE,Healthy,Healthy,Healthy,,,,,,,,
Brian Allen,C,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,,,
Brian Allen,DB,Healthy,Healthy,Ankle,Healthy,Healthy,,,,,,
Brian Asamoah,LB,Healthy,Healthy,,,,,,,,,
Brian Branch,DB,Healthy,,,,,,,,,,
Brian Burns,LB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Brian Cole,LB,,Healthy,,,,,,,,,
Brian Hill,RB,Healthy,Healthy,Healthy,Healthy,Undisclosed,,,,,,
Brian Mihalik,OT,Healthy,Knee,Healthy,Healthy,Healthy,,,,,,
Brian O'Neill,OT,Healthy,Healthy,Healthy,Healthy,Calf,Healthy,,,,,
Brian Robinson,RB,Healthy,Healthy,,,,,,,,,
Brian Schwenke,C,Healthy,Knee,Ankle,Healthy,Healthy,Foot,,,,,
Brian Winters,OG,Healthy,Knee,Healthy,Shoulder,Abdomen,Healthy,Shoulder,Healthy,Healthy,,
Brice Butler,WR,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Brittain Brown,RB,Healthy,,,,,,,,,,
Brock Purdy,QB,Healthy,Healthy,,,,,,,,,
Brock Vereen,DB,Healthy,Healthy,Healthy,,,,,,,,
Broderick Jones,OT,Healthy,,,,,,,,,,
Broderick Washington,DT,Healthy,Healthy,Healthy,Healthy,,,,,,,
Brodric Martin,DT,Healthy,,,,,,,,,,
Bronson Kaufusi,DE,,Healthy,Healthy,Healthy,,Healthy,,,,,
Bruce Ellington,WR,Healthy,Healthy,Hamstring,Hamstring,Hamstring,,,,,,
Bryan Bresee,DT,Healthy,,,,,,,,,,
Bryan Cook,DB,Healthy,Ankle,,,,,,,,,
Bryan Edwards,WR,Healthy,Healthy,Healthy,Healthy,,,,,,,
Bryan Stork,C,Healthy,Concussion,Healthy,,,,,,,,
Bryce Baringer,P,Healthy,,,,,,,,,,
Bryce Hager,LB,Healthy,Healthy,Healthy,Healthy,Shoulder,Healthy,,,,,
Bryce Hall,DB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Bryce Love,RB,Healthy,,,,,,,,,,
Bryce Petty,QB,Healthy,Shoulder,Healthy,Oblique,,,,,,,
Bryce Young,QB,Healthy,,,,,,,,,,
Brycen Hopkins,TE,Healthy,Healthy,Healthy,Healthy,,,,,,,
Bucky Hodges,TE,Concussion,Healthy,,,,,,,,,
Bud Sasser,WR,Healthy,,,,,,,,,,
Budda Baker,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Shoulder,Healthy,,,,
Buddy Johnson,LB,Foot,Healthy,Undisclosed,,,,,,,,
Byron Cowart,DT,Healthy,Healthy,,Healthy,Healthy,,,,,,
Byron Jones,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Byron Murphy,DB,Healthy,Healthy,Healthy,Back,Healthy,,,,,,
Byron Young,DT,Healthy,,,,,,,,,,
Byron Young,LB,Healthy,,,,,,,,,,
C.J. Beathard,QB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
C.J. Fiedorowicz,TE,Healthy,Healthy,Healthy,Concussion,,,,,,,
C.J. Henderson,DB,Groin,Healthy,Healthy,Healthy,,,,,,,
C.J. Mosley,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Groin,,Healthy,Healthy,Healthy,
C.J. Prosise,RB,Healthy,Ankle,Abdomen,Arm,Healthy,Healthy,,,,,
C.J. Stroud,QB,Healthy,,,,,,,,,,
C.J. Uzomah,TE,Healthy,Healthy,Healthy,Healthy,Healthy,Achilles,Healthy,Healthy,Knee,,
Cade Mays,OG,Healthy,Healthy,,,,,,,,,
Cade Otton,TE,Healthy,Healthy,,,,,,,,,
Cade York,K,Healthy,Healthy,,,,,,,,,
Caden Sterns,DB,Healthy,Hip,Knee,,,,,,,,
Caleb Benenoch,OG,Healthy,Healthy,Healthy,Healthy,,Healthy,Healthy,,,,
Caleb Brantley,DT,Healthy,Healthy,Foot,,,,,,,,
Caleb Farley,DB,Knee,Back,,,,,,,,,
Caleb Sturgis,K,Healthy,Healthy,Healthy,Healthy,Hip,Healthy,,,,,
Caleb Wilson,TE,Healthy,Healthy,Healthy,,,,,,,,
Calijah Kancey,DT,Healthy,,,,,,,,,,
Calvin Austin,WR,,Healthy,,,,,,,,,
Calvin Pryor,DB,Healthy,Healthy,Healthy,Ankle,,,,,,,
