player,1,2,3,4,5,6,7,8,9
Jonathan Greenard,Healthy,Healthy,,,,,,,
Jonathan Marshall,Healthy,,,,,,,,
Jonathan Meeks,,Neck,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Jonathan Newsome,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Jonathan Taylor,Healthy,Healthy,,,,,,,
Jonathan Williams,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Jonathan Woodard,Achilles,Healthy,Healthy,Undisclosed,Healthy,Healthy,,,
Jonathon Cooper,Healthy,,,,,,,,
Jonnu Smith,Healthy,Knee,Healthy,Healthy,Healthy,,,,
Jordan Akins,Healthy,Healthy,Healthy,Healthy,,,,,
Jordan Brailford,Undisclosed,Healthy,Healthy,,,,,,
Jordan Brown,Healthy,Healthy,Healthy,,,,,,
Jordan Carrell,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Jordan Elliott,Healthy,Healthy,,,,,,,
Jordan Evans,Healthy,Ankle,Healthy,Healthy,Knee,,,,
Jordan Fuller,Shoulder,Healthy,,,,,,,
Jordan Glasgow,Healthy,Concussion,,,,,,,
Jordan Hicks,Pectoral,Healthy,Achilles,Healthy,Healthy,Healthy,Healthy,,
Jordan Hill,,Calf,,Hamstring,Biceps,Healthy,Healthy,Healthy,
Jordan Howard,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Jordan Jenkins,Healthy,Healthy,Healthy,Healthy,Shoulder,Knee,,,
Jordan Lasley,Healthy,Healthy,Healthy,Healthy,,,,,
Jordan Leggett,Knee,Healthy,Healthy,Healthy,Healthy,,,,
Jordan Love,Healthy,Healthy,,,,,,,
Jordan Lucas,Healthy,Healthy,Healthy,Healthy,Healthy,Quadriceps,,,
Jordan Mailata,Back,Back,Healthy,Healthy,,,,,
Jordan Matthews,Healthy,Healthy,Healthy,Knee,Hamstring,Healthy,Healthy,Healthy,
Jordan Miller,Healthy,Oblique,Healthy,,,,,,
Jordan Mills,,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,
Jordan Morgan,Undisclosed,Healthy,Healthy,Healthy,Healthy,,,,
Jordan Payton,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Jordan Phillips,Healthy,Healthy,Healthy,Healthy,Healthy,Hamstring,Undisclosed,,
Jordan Poyer,,Healthy,Healthy,Abdomen,Healthy,Healthy,Healthy,Healthy,
Jordan Reed,,Healthy,Healthy,Healthy,Hamstring,Toe,Concussion,Knee,
Jordan Richards,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Jordan Scarlett,Knee,Healthy,Healthy,,,,,,
Jordan Smith,Healthy,,,,,,,,
Jordan Thomas,Healthy,Ribs,Healthy,Undisclosed,,,,,
Jordan Tripp,Healthy,Healthy,Knee,Concussion,Healthy,Healthy,Healthy,Healthy,
Jordan Whitehead,Healthy,Hamstring,Healthy,Healthy,,,,,
Jordan Wilkins,Healthy,Healthy,Healthy,Healthy,,,,,
Jordan Willis,Healthy,Healthy,Healthy,Ankle,,,,,
Jordan Zumwalt,Groin,Groin,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Jordyn Brooks,Healthy,Healthy,,,,,,,
Joseph Noteboom,Healthy,Knee,Calf,Healthy,,,,,
Joseph Ossai,Knee,,,,,,,,
Joseph Randle,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Josey Jewell,Healthy,Healthy,Healthy,Pectoral,,,,,
Josh Allen,Healthy,Knee,Healthy,Healthy,,,,,
Josh Ball,Ankle,,,,,,,,
Josh Boyce,Ankle,,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Josh Boyd,,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,
Josh Carraway,Healthy,Healthy,Achilles,Healthy,Healthy,,,,
Josh Doctson,Achilles,Healthy,Healthy,Hamstring,Healthy,Healthy,,,
Josh Evans,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Josh Forrest,Knee,Knee,Healthy,Healthy,Healthy,Healthy,,,
Josh Furman,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Josh Harvey-Clemons,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Josh Huff,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Josh Jacobs,Healthy,Healthy,Healthy,,,,,,
Josh Jones,Healthy,Healthy,Healthy,Chest,Undisclosed,,,,
Josh Malone,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Josh Metellus,Healthy,Healthy,,,,,,,
Josh Myers,Knee,,,,,,,,
Josh Oliver,Back,Foot,Healthy,,,,,,
Josh Palmer,Healthy,,,,,,,,
Josh Reynolds,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Josh Robinson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Josh Rosen,Healthy,Healthy,Healthy,Healthy,,,,,
Josh Shaw,Healthy,Healthy,Healthy,Groin,Shoulder,Healthy,Healthy,,
Josh Sweat,Ankle,Healthy,Wrist,Healthy,,,,,
Josh Uche,Foot,Ankle,,,,,,,
Joshua Dobbs,Healthy,Healthy,Healthy,Healthy,Toe,,,,
Joshua Frazier,Healthy,,Healthy,Healthy,,,,,
Joshua Garnett,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,
Joshua Holsey,Healthy,Knee,Healthy,Healthy,Healthy,,,,
Joshua Jackson,Healthy,Healthy,Healthy,Healthy,,,,,
Joshua Kaindoh,Ankle,,,,,,,,
Joshua Kelley,Healthy,Healthy,,,,,,,
Joshua Miles,Healthy,Healthy,Ankle,,,,,,
Joshua Perry,Healthy,Head,Healthy,Healthy,Healthy,Healthy,,,
Joshuah Bledsoe,Calf,,,,,,,,
Josiah Deguara,Knee,Healthy,,,,,,,
Josiah Scott,Healthy,Hamstring,,,,,,,
Jourdan Lewis,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
JuJu Smith-Schuster,Healthy,Healthy,Healthy,Healthy,Shoulder,,,,
Juan Thornhill,Knee,,Healthy,,,,,,
Julian Blackmon,Healthy,Achilles,,,,,,,
Julian Love,Healthy,Healthy,Healthy,,,,,,
Julian Okwara,Leg,Healthy,,,,,,,
Julie'n Davenport,Healthy,Healthy,Knee,Healthy,Healthy,,,,
Jullian Taylor,Healthy,Knee,Knee,Healthy,,,,,
Justice Cunningham,,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Justice Hill,Healthy,Healthy,Achilles,,,,,,
Justin Britt,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Knee,
Justin Brown,,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Justin Ellis,Healthy,Healthy,Healthy,Healthy,Foot,Knee,Healthy,Healthy,
Justin Evans,Ankle,Toe,Achilles,Foot,Healthy,,,,
Justin Fields,Healthy,,,,,,,,
Justin Gilbert,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Justin Hardy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Justin Herbert,Healthy,Healthy,,,,,,,
Justin Herron,Ankle,Healthy,,,,,,,
Justin Hollins,Healthy,Healthy,Pectoral,,,,,,
Justin Hunter,,Spleen,Ankle,Healthy,Healthy,Shoulder,Healthy,Healthy,
Justin Jackson,Healthy,Healthy,Knee,Healthy,,,,,
Justin Jefferson,Healthy,Healthy,,,,,,,
Justin Jones,Healthy,Healthy,Shoulder,Calf,,,,,
Justin Lawler,Healthy,Foot,Foot,Healthy,,,,,
Justin Layne,Healthy,Healthy,Healthy,,,,,,
Justin Madubuike,Healthy,Healthy,,,,,,,
Justin Pugh,,Healthy,Healthy,Healthy,Back,Knee,Healthy,Healthy,
Justin Reid,Healthy,Healthy,Hand,Healthy,,,,,
Justin Rohrwasser,Healthy,Healthy,,,,,,,
Justin Senior,Knee,Healthy,Healthy,Healthy,Healthy,,,,
Justin Simmons,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,,,
Justin Skule,Healthy,Healthy,Knee,,,,,,
Justin Strnad,Wrist,Healthy,,,,,,,
Justin Watson,Healthy,Healthy,Healthy,Knee,,,,,
Juston Burris,Healthy,Healthy,Healthy,Healthy,Ribs,Groin,,,
Juwann Winfree,Hamstring,Healthy,Healthy,,,,,,
Jylan Ware,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
K'Lavon Chaisson,Healthy,Healthy,,,,,,,
K'Von Wallace,Healthy,Shoulder,,,,,,,
K.J. Britt,Healthy,,,,,,,,
K.J. Dillon,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,
K.J. Hill,Healthy,Healthy,,,,,,,
K.J. Osborn,Healthy,Healthy,,,,,,,
KJ Hamler,Concussion,Knee,,,,,,,
Ka'Deem Carey,Healthy,Healthy,Healthy,Wrist,Healthy,Healthy,Healthy,Healthy,
Ka'dar Hollman,Healthy,Healthy,Healthy,,,,,,
Kadarius Toney,Healthy,,,,,,,,
Kadeem Edwards,Foot,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kaden Elliss,Knee,Healthy,Healthy,,,,,,
Kaden Smith,Healthy,Healthy,Knee,,,,,,
Kaelin Clay,Healthy,Foot,Healthy,Ankle,Healthy,Healthy,Healthy,,
Kahale Warring,Concussion,Undisclosed,Healthy,,,,,,
Kalan Reed,Healthy,Healthy,Foot,Neck,Healthy,Healthy,,,
Kaleb McGary,Healthy,Healthy,Healthy,,,,,,
Kaleb Ramsey,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kalen Ballage,Healthy,Leg,Healthy,Healthy,,,,,
Kamal Martin,Knee,Healthy,,,,,,,
Kamalei Correa,Ribs,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kamren Curl,Healthy,Healthy,,,,,,,
Kamrin Moore,Healthy,Healthy,Healthy,Healthy,,,,,
Kamu Grugier-Hill,Healthy,Healthy,Healthy,Back,Healthy,Healthy,,,
Kapron Lewis-Moore,,Achilles,Healthy,Healthy,Healthy,Undisclosed,Groin,Healthy,
Kareem Hunt,Healthy,Healthy,Healthy,Healthy,Calf,,,,
Kareem Martin,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,
Karl Joseph,Healthy,Healthy,Healthy,Ankle,Healthy,Healthy,,,
Karlos Williams,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Kary Vincent,Healthy,,,,,,,,
Kavon Frazier,Healthy,Healthy,Healthy,Pectoral,Healthy,Healthy,,,
Kawaan Baker,Healthy,,,,,,,,
Kawann Short,,Healthy,Healthy,Healthy,Healthy,Healthy,Shoulder,Shoulder,
Kayvon Webster,,Healthy,Healthy,Concussion,Achilles,Quadriceps,Healthy,Healthy,
Ke'Shawn Vaughn,Healthy,Healthy,,,,,,,
Keanu Neal,Healthy,Healthy,Knee,Achilles,Healthy,Healthy,,,
KeeSean Johnson,Healthy,Healthy,Healthy,,,,,,
Keenan Allen,,Healthy,Kidney,Knee,Healthy,Healthy,Healthy,Healthy,
Keenan Reynolds,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
KeiVarae Russell,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Keion Adams,Shoulder,Healthy,Knee,Healthy,Healthy,,,,
Keion Crossen,Healthy,Healthy,Healthy,Healthy,,,,,
Keishawn Bierria,Healthy,Healthy,Healthy,Healthy,,,,,
Keith Ismael,Healthy,Healthy,,,,,,,
Keith Marshall,Elbow,Knee,Healthy,Healthy,Healthy,Healthy,,,
Keith McGill,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Keith Mumphery,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Keith Reaser,Healthy,Healthy,Healthy,Healthy,Quadriceps,Achilles,Healthy,Healthy,
Keith Taylor,Healthy,,,,,,,,
Keith Wenning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Keke Coutee,Healthy,Healthy,Healthy,Healthy,,,,,
Kellen Mond,Healthy,,,,,,,,
Kelvin Benjamin,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kelvin Harmon,Healthy,Healthy,Healthy,,,,,,
Kelvin Joseph,Groin,,,,,,,,
Kelvin Taylor,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kemal Ishmael,,Healthy,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,
Kemoko Turay,Healthy,Ankle,Ankle,Healthy,,,,,
Ken Bishop,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kendall Donnerson,Healthy,Hamstring,Healthy,Healthy,,,,,
Kendall Fuller,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kendall James,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Kendall Sheffield,Healthy,Healthy,Undisclosed,,,,,,
Kendarius Webster,Ankle,Hamstring,Healthy,,,,,,
Kendell Beckwith,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Kendrick Green,Healthy,,,,,,,,
Kendrick Norton,Healthy,Healthy,Healthy,Healthy,,,,,
Kene Nwangwu,Knee,,,,,,,,
Kenjon Barner,,Ankle,Healthy,Hamstring,Healthy,Knee,Healthy,Groin,
Kennard Backman,Healthy,Hamstring,Healthy,Healthy,Healthy,Healthy,Healthy,,
Kenneth Acker,Undisclosed,Healthy,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,
Kenneth Dixon,Healthy,Knee,Knee,Knee,Healthy,Healthy,,,
Kenneth Murray,Healthy,Ankle,,,,,,,
Kenny Bell,Hamstring,Concussion,Hamstring,Hamstring,Healthy,Healthy,Healthy,,
Kenny Clark,Healthy,Healthy,Elbow,Healthy,Healthy,Healthy,,,
Kenny Gainwell,Healthy,,,,,,,,
Kenny Golladay,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Kenny Hilliard,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Kenny Lawler,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kenny Robinson,Healthy,Healthy,,,,,,,
Kenny Stills,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kenny Vaccaro,,Healthy,Healthy,Healthy,Groin,Healthy,Healthy,Healthy,
Kenny Willekes,Leg,Healthy,,,,,,,
Kenny Young,Healthy,Healthy,Healthy,Healthy,,,,,
Kentavius Street,Healthy,Knee,,Healthy,,,,,
Kentrell Brothers,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kenyan Drake,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,,,
Kerrith Whyte,Healthy,Healthy,Healthy,,,,,,
Kerryon Johnson,Knee,Knee,Healthy,Knee,,,,,
Kerwynn Williams,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kevin Byard,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kevin Dodd,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kevin Dorsey,,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kevin Dotson,Healthy,Ankle,,,,,,,
Kevin Hogan,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Kevin Johnson,Healthy,Foot,Healthy,Concussion,Healthy,Healthy,Healthy,,
Kevin King,Shoulder,Hamstring,Healthy,Healthy,Healthy,,,,
Kevin Minter,,Healthy,Healthy,Healthy,Hamstring,Calf,Healthy,Healthy,
Kevin Norwood,Healthy,Healthy,Hip,Hip,Healthy,Healthy,Healthy,Healthy,
Kevin Pamphile,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,
Kevin Pierre-Louis,Shoulder,Healthy,Healthy,Healthy,Shoulder,Healthy,Healthy,Hamstring,
Kevin White,Shin,Leg,Shoulder,Healthy,Healthy,Healthy,Healthy,,
Kevon Seymour,Healthy,Healthy,Shoulder,Healthy,Knee,Healthy,,,
Khairi Fortt,Designated for Return,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Khaled Holmes,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Khaleke Hudson,Healthy,Ankle,,,,,,,
Khalen Saunders,Healthy,Elbow,Knee,,,,,,
Khalfani Muhammad,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Khalid Kareem,Healthy,Shoulder,,,,,,,
Khalid Wooten,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Khalil Davis,Healthy,Healthy,,,,,,,
Khalil Herbert,Healthy,,,,,,,,
Khalil Mack,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Foot,
Khari Willis,Healthy,Healthy,Calf,,,,,,
Khaseem Greene,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Khyiris Tonga,Healthy,,,,,,,,
Khyri Thornton,Hamstring,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kiero Small,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kiko Alonso,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,
Kindle Vildor,Healthy,Healthy,,,,,,,
Kingsley Keke,Healthy,Healthy,Healthy,,,,,,
Knile Davis,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kofi Amichia,Healthy,Healthy,Undisclosed,Healthy,Healthy,,,,
Kolby Listenbee,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,,,
Kolton Miller,Healthy,Healthy,Healthy,Healthy,,,,,
Kony Ealy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Korey Cunningham,Foot,Healthy,Healthy,Healthy,,,,,
Kris Boyd,Healthy,Shoulder,Healthy,,,,,,
Kristian Fulton,Knee,Hamstring,,,,,,,
Kristjan Sokoli,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,,
Kwity Paye,Healthy,,,,,,,,
Kwon Alexander,Healthy,Healthy,Healthy,Knee,Pectoral,Achilles,Elbow,,
Kyle Dugger,Healthy,Healthy,,,,,,,
Kyle Emanuel,Healthy,Healthy,Healthy,Healthy,Healthy,Concussion,Healthy,,
Kyle Fuller,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,
Kyle Hinton,Healthy,Healthy,,,,,,,
Kyle Juszczyk,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kyle Lauletta,Healthy,Healthy,Healthy,Healthy,,,,,
Kyle Long,,Healthy,Healthy,Ankle,Shoulder,Foot,Hip,Healthy,Knee
Kyle Murphy,Healthy,Foot,Ankle,Healthy,Healthy,Undisclosed,,,
Kyle Pitts,Healthy,,,,,,,,
Kyle Trask,Healthy,,,,,,,,
Kyle Van Noy,Designated for Return,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Kylen Granson,Healthy,,,,,,,,
Kyler Fackrell,Healthy,Healthy,Healthy,Healthy,Calf,Knee,,,
Kyler Murray,Healthy,Healthy,Healthy,,,,,,
Kylie Fitts,Healthy,Healthy,Hand,Healthy,,,,,
Kylin Hill,Knee,,,,,,,,
Kyshoen Jarrett,Neck,,Healthy,Healthy,Healthy,Healthy,Healthy,,
Kyzir White,Knee,Healthy,Hamstring,Healthy,,,,,
L'Jarius Sneed,Clavicle,Healthy,,,,,,,
L.J. Collier,Healthy,Healthy,Healthy,,,,,,
Lachavious Simmons,Healthy,Healthy,,,,,,,
Lache Seastrunk,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Lachlan Edwards,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Laken Tomlinson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Lamar Jackson,Healthy,Healthy,Healthy,Healthy,,,,,
Lamarcus Joyner,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Triceps,
Lamical Perine,Ankle,Healthy,,,,,,,
Lamin Barrow,Healthy,Healthy,Foot,Undisclosed,Healthy,Healthy,Healthy,Healthy,
Lamont Gaillard,Healthy,Healthy,Healthy,,,,,,
Landon Collins,Healthy,Healthy,Forearm,Shoulder,Healthy,Achilles,Foot,,
Landon Dickerson,Healthy,,,,,,,,
Landon Young,Foot,,,,,,,,
Landry Jones,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Lane Johnson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,
Laquon Treadwell,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Laremy Tunsil,Healthy,Healthy,Healthy,Healthy,Healthy,Thumb,,,
Larnel Coleman,Knee,,,,,,,,
Larrell Murchison,Healthy,Elbow,,,,,,,
Larry Borom,Ankle,,,,,,,,
Larry Ogunjobi,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Larry Rountree,Healthy,,,,,,,,
Larry Warford,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Larry Webster,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Latavius Murray,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Laurence Gibson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Laurent Duvernay-Tardif,Healthy,Healthy,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,
Lavar Edwards,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Lavelle Westbrooks,Thumb,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Laviska Shenault,Healthy,Healthy,,,,,,,
Le'Raven Clark,Healthy,Healthy,Healthy,Healthy,Achilles,Healthy,,,
Le'Veon Bell,,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Hamstring,
LeShaun Sims,Healthy,Hamstring,Healthy,Healthy,Healthy,Healthy,,,
Leighton Vander Esch,Healthy,Neck,Clavicle,Healthy,,,,,
Leki Fotu,Ankle,Healthy,,,,,,,
Leon Jacobs,Quadriceps,Healthy,Knee,Healthy,,,,,
Leon McFadden,,Healthy,Healthy,Healthy,Hamstring,Healthy,Healthy,Healthy,
Leon McQuay,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Leonard Floyd,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,
Leonard Fournette,Healthy,Healthy,Healthy,Healthy,Hamstring,,,,
Leonard Williams,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Leonte Carroo,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Leterrius Walton,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,
Levi Onwuzurike,Healthy,,,,,,,,
Levine Toilolo,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Achilles
Liam Eichenberg,Healthy,,,,,,,,
Lloyd Cushenberry,Healthy,Healthy,,,,,,,
Logan Cooke,Healthy,Healthy,Healthy,Knee,,,,,
Logan Ryan,,Healthy,Healthy,Healthy,Healthy,Leg,Healthy,Healthy,
Logan Stenberg,Healthy,Undisclosed,,,,,,,
Logan Thomas,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Hamstring,
Logan Wilson,Healthy,Healthy,,,,,,,
Logan Woodside,Healthy,Healthy,Healthy,Healthy,,,,,
Lonnie Ballentine,Leg,Knee,Knee,Knee,Healthy,Healthy,Healthy,Healthy,
Lonnie Johnson,Healthy,Healthy,Healthy,,,,,,
Lorenzo Carter,Healthy,Healthy,Achilles,Healthy,,,,,
Lorenzo Doss,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Lorenzo Mauldin,Healthy,Healthy,Back,Healthy,Healthy,Healthy,Healthy,,
Lorenzo Taliaferro,Foot,Foot,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,
Louis Nix,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Lucas Niang,Healthy,Healthy,,,,,,,
Luke Bowanko,Healthy,Healthy,Hip,Healthy,Healthy,Healthy,Healthy,Healthy,
Luke Falk,Wrist,Healthy,Healthy,Healthy,,,,,
Luke Farrell,Healthy,,,,,,,,
Luke Joeckel,,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,
Luke Willson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Lynn Bowden,Healthy,Hamstring,,,,,,,
M.J. Stewart,Healthy,Healthy,Healthy,Hamstring,,,,,
Mac Jones,Healthy,,,,,,,,
Mack Hollins,Healthy,Groin,Healthy,Healthy,Healthy,,,,
Mack Wilson,Healthy,Healthy,Healthy,,,,,,
Mackensie Alexander,Undisclosed,Healthy,Healthy,Knee,,Healthy,,,
Malachi Dupre,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Malcolm Johnson,Groin,Healthy,Undisclosed,Undisclosed,Shoulder,Healthy,Healthy,,
Malcolm Koonce,Healthy,,,,,,,,
Malcolm Mitchell,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,
Malcolm Perry,Healthy,Foot,,,,,,,
Malcom Brown,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Maliek Collins,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,,,
Malik Harrison,Healthy,Healthy,,,,,,,
Malik Hooker,Knee,Healthy,Healthy,Achilles,Healthy,,,,
Malik Jefferson,Foot,Healthy,Shoulder,,,,,,
Malik McDowell,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Malliciah Goodman,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Manti Te'o,,Healthy,Healthy,Achilles,Healthy,Healthy,Healthy,Healthy,
Marc Anthony,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Marcell Ateman,Healthy,Healthy,Healthy,Healthy,,,,,
Marcell Harris,Achilles,Healthy,Healthy,Healthy,,,,,
Marco Wilson,Healthy,,,,,,,,
Marcus Allen,Healthy,Healthy,Healthy,Healthy,,,,,
Marcus Cooper,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Marcus Davenport,Healthy,Foot,Healthy,Shoulder,,,,,
Marcus Epps,Healthy,Healthy,Healthy,,,,,,
Marcus Green,Healthy,Healthy,Healthy,,,,,,
Marcus Hardison,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,,
Marcus Lattimore,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Marcus Mariota,Healthy,Leg,Healthy,Healthy,Healthy,Pectoral,Quadriceps,,
Marcus Martin,Healthy,Healthy,Ankle,Healthy,Toe,Healthy,Healthy,Undisclosed,
Marcus Maye,Healthy,Shoulder,Healthy,Healthy,Achilles,,,,
Marcus Murphy,Ankle,Healthy,Healthy,Elbow,Healthy,Healthy,Healthy,,
Marcus Peters,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,,
Marcus Smith,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Marcus Williams,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Margus Hunt,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Mario Alford,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,,
Mario Edwards Jr.,Neck,Hip,Healthy,Healthy,Healthy,Healthy,Healthy,,
Marion Grice,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
